Complex Name,Address,Arena,Community Centre,Indoor Pool,Indoor Soccer,Library,Outdoor Pool,Fitness Leisure Centre,Skate Park,Spray Pad,Wading Pool,Location 1,Geometry
Varsity View C.C - Tom Brown Tot Lot,315 Laxdal Rd,false,true,false,false,false,false,false,false,false,false,"(49.86541858542252, -97.25857401259503)","MULTIPOLYGON (((-97.259385141899 49.86394023456, -97.258877422435 49.863921085127, -97.258809726073 49.863918531814, -97.258530481986 49.863907998583, -97.258390859331 49.863902730806, -97.257935309166 49.863885545786, -97.257929079471 49.863953935313, -97.257922851146 49.864022324859, -97.257916621411 49.864090714383, -97.257910393046 49.864159103927, -97.25790416327 49.864227493449, -97.257897934865 49.86429588299, -97.257896334373 49.864313453083, -97.257891705017 49.864364273408, -97.257885476572 49.864432662947, -97.257879246716 49.864501052463, -97.257873018231 49.864569441999, -97.257866788335 49.864637831513, -97.25786055981 49.864706221046, -97.257854331232 49.864774611478, -97.257843865054 49.864889506036, -97.257837636455 49.864957895564, -97.257831406445 49.865026285071, -97.257825177806 49.865094674597, -97.257818949147 49.865163064122, -97.257812719077 49.865231453624, -97.257806490377 49.865299843146, -97.257800260234 49.865368233545, -97.257794031495 49.865436623065, -97.257784686941 49.865539207771, -97.257781572565 49.865573402079, -97.257775342374 49.865641791574, -97.257769113554 49.865710181089, -97.257762883291 49.86577857148, -97.258218649994 49.865795800827, -97.258358315242 49.86580108022, -97.258497980524 49.865806359446, -97.258394544445 49.866943748044, -97.258534210729 49.866949052412, -97.258601927317 49.866951625059, -97.258613119085 49.866828515486, -97.258631773709 49.866623333782, -97.258644208655 49.866486545353, -97.25865664349 49.866349757818, -97.258669079667 49.866212969399, -97.258681514341 49.866076181853, -97.258693950358 49.865939393424, -97.258706384904 49.865802604969, -97.258718820728 49.865665817429, -97.258731255114 49.865529028963, -97.258746177352 49.865364883713, -97.258768559117 49.865118665354, -97.259276513957 49.865137847526, -97.25929289134 49.864957282168, -97.258784972993 49.864938105105, -97.258797408344 49.864801316633, -97.258729692774 49.864798760292, -97.258749587772 49.864579899615, -97.258817303036 49.864582455941, -97.259325152597 49.86460162375, -97.259342522664 49.864410114717, -97.259349310046 49.864335283215, -97.259354929939 49.86427332306, -97.259367337135 49.864136531399, -97.25937974425 49.863999739733, -97.259385141899 49.86394023456)))"
Linden Woods C.C,414 Lindenwood Dr W,false,true,false,false,false,false,false,false,true,false,"(49.83698553269323, -97.19960253246592)","MULTIPOLYGON (((-97.197275907651 49.83556422717, -97.197247343269 49.835679268305, -97.197188530277 49.836317188322, -97.197108420445 49.837186082876, -97.197197535844 49.837729903283, -97.197662258098 49.837747825473, -97.200733284301 49.838406838216, -97.201340108745 49.83722442536, -97.20171606424 49.836491720153, -97.202096644487 49.835750051138, -97.201912738718 49.835742965862, -97.201522430119 49.835727927599, -97.201259097226 49.835717780857, -97.201081312204 49.835710930104, -97.200895213954 49.835703758716, -97.200811942329 49.835700549706, -97.200625830292 49.835693377352, -97.200448053802 49.835686525951, -97.200177726615 49.835676107174, -97.199774262356 49.835660555934, -97.199497579115 49.83564989056, -97.197275907651 49.83556422717)))"
Roblin Park C.C,640 Pepperloaf Cres,false,true,false,false,false,false,false,false,false,true,"(49.85363686012979, -97.2899796326256)","MULTIPOLYGON (((-97.288441025621 49.854218837425, -97.288425916266 49.854388537064, -97.288848984034 49.854404516709, -97.289166285796 49.854416499542, -97.289758582652 49.854438866853, -97.290012425576 49.854448451036, -97.290583569721 49.854470015403, -97.291404325875 49.854500998555, -97.291410007472 49.854438086173, -97.291426658472 49.85425333248, -97.291440227341 49.854102792415, -97.29147291313 49.853740127366, -97.291490667481 49.853543125293, -97.291503132007 49.853404833544, -97.291518301498 49.853236504342, -97.291533348986 49.853069540569, -97.29127510548 49.85305976438, -97.290669757158 49.853036847062, -97.290305696795 49.853023063163, -97.289882373943 49.853007032851, -97.289358095393 49.852772721705, -97.289323769934 49.852804684147, -97.289289241613 49.852836427333, -97.28925451183 49.852867949976, -97.289219294357 49.852899506891, -97.289183874984 49.852930837026, -97.289148255172 49.852961939089, -97.289030207446 49.853063889251, -97.28892086257 49.853175122336, -97.288820948242 49.853294898078, -97.288731129401 49.853422419359, -97.288652003799 49.853556837514, -97.288576753562 49.853714401545, -97.28851619151 49.85387817352, -97.288470822736 49.854046787566, -97.288441025621 49.854218837425)))"
Deer Lodge C.C,323 Bruce Ave,false,true,false,false,false,false,false,false,false,false,"(49.88212938238087, -97.22659803073654)","MULTIPOLYGON (((-97.227061899113 49.882662232686, -97.227159335512 49.881636393261, -97.226541466616 49.8816123806, -97.226133716704 49.881596532075, -97.226120782744 49.88173331397, -97.226047637969 49.882506898147, -97.226036725961 49.882622301873, -97.227061899113 49.882662232686)))"
Riel Park,580 St. Anne's Rd,true,false,false,false,false,false,false,true,false,false,"(49.83213412898205, -97.0934731465411)","MULTIPOLYGON (((-97.096309108966 49.830421800054, -97.093933564988 49.83124133333, -97.09422602081 49.831597053453, -97.093979178206 49.831682217108, -97.093885722328 49.831714454772, -97.093792266292 49.831746693258, -97.093698808743 49.831778931644, -97.093605352461 49.831811169975, -97.093511896057 49.83184340823, -97.09341843814 49.831875646385, -97.093324981489 49.831907884485, -97.093231524752 49.83194012161, -97.093138066466 49.831972359534, -97.093044609448 49.832004597403, -97.092951152306 49.832036835196, -97.092857695042 49.832069072911, -97.092764236265 49.832101310527, -97.092670778791 49.83213354719, -97.092577321159 49.832165784674, -97.092483862014 49.832198022059, -97.092390404136 49.832230259389, -97.092296946135 49.832262496643, -97.092203488011 49.832294733819, -97.09211002841 49.832326969997, -97.092016570041 49.832359207019, -97.091852082577 49.832415943769, -97.091605349278 49.832501048422, -97.091437123494 49.832559074088, -97.091343662851 49.832591310533, -97.091250203475 49.832623546924, -97.091156743976 49.832655783238, -97.091063283 49.832688018553, -97.090969823256 49.832720254712, -97.090876363389 49.832752490795, -97.090782903399 49.832784726801, -97.090689441896 49.832816962707, -97.090595981661 49.832849198558, -97.090456912613 49.832897164543, -97.090397097191 49.832917795939, -97.089985284331 49.83305983218, -97.090037195587 49.833123477445, -97.090089107543 49.83318712338, -97.090141019095 49.833250768632, -97.090192931026 49.833314414162, -97.090604698433 49.83317237776, -97.090656598715 49.833236023603, -97.090708499167 49.833299668525, -97.090760401108 49.833363314346, -97.090812301829 49.833426959223, -97.090400580168 49.833568996147, -97.090499461468 49.833690225537, -97.090555821696 49.833759323394, -97.09058421487 49.833794133451, -97.090642539643 49.833817940154, -97.090683914615 49.833834828343, -97.090800346258 49.83384645791, -97.091012568766 49.833794057559, -97.091090032074 49.83376733362, -97.091149849837 49.833746697407, -97.091292848949 49.833697363298, -97.091386312132 49.833665117936, -97.091479776546 49.833632873418, -97.091573239448 49.833600628801, -97.091666703652 49.833568383231, -97.091760166308 49.83353613846, -97.091853628841 49.833503893612, -97.091947092677 49.83347164781, -97.092040554964 49.833439402808, -97.092134017129 49.833407157729, -97.092302249849 49.833349115871, -97.092548991378 49.833263987377, -97.092713484341 49.833207234434, -97.092806945621 49.8331749888, -97.092900406779 49.833142743089, -97.092993869203 49.833110497324, -97.093087330151 49.83307825056, -97.093180792329 49.833046004641, -97.093274252996 49.833013758622, -97.093367713574 49.832981511627, -97.093461175385 49.832949265477, -97.093554635682 49.832917019227, -97.093648095857 49.8328847729, -97.093741557335 49.83285252562, -97.093835017264 49.832820279139, -97.09392847846 49.832788032604, -97.094021938179 49.83275578507, -97.09411539774 49.832723538358, -97.094208858567 49.832691291591, -97.094302317918 49.832659043826, -97.0943957785 49.832626796906, -97.094489237569 49.832594549886, -97.094582696516 49.832562302789, -97.094676156765 49.832530054738, -97.094848120745 49.832470719486, -97.094510094496 49.832059401047, -97.096961008752 49.831213668477, -97.096601804029 49.830777343589, -97.096309108966 49.830421800054)))"
Pembina Trail Library,2724 Pembina Hwy,false,false,false,false,true,false,false,false,false,false,"(49.79363492827001, -97.15676586386613)","MULTIPOLYGON (((-97.156410968522 49.793380460253, -97.156401922298 49.793599362514, -97.156392877354 49.793818264788, -97.156383837399 49.794036996226, -97.156379549541 49.79414076076, -97.15712096232 49.793889263869, -97.157134202232 49.79356682759, -97.157143189554 49.793347962128, -97.157152178192 49.79312909578, -97.156410968522 49.793380460253)))"
Charleswood Library,5014 Roblin Blvd,false,false,false,false,true,false,false,false,false,false,"(49.85742410969833, -97.285013402209)","MULTIPOLYGON (((-97.285987710774 49.857037009177, -97.285995897099 49.856946731876, -97.285403532346 49.856924517158, -97.284523448298 49.856891506256, -97.284436413 49.856888241779, -97.284109640735 49.856875982617, -97.284030907319 49.857743374998, -97.284439497841 49.857816568353, -97.285308517122 49.857972236779, -97.285349115651 49.857524562318, -97.285377335133 49.857213391971, -97.285758133451 49.857227786894, -97.285969687399 49.857235783823, -97.285987710774 49.857037009177)))"
Grant Park Athletic Grounds,500 Nathaniel St,true,false,false,false,false,false,false,false,false,false,"(49.85404706448751, -97.16986231459343)","MULTIPOLYGON (((-97.168149079968 49.85603264941, -97.169620468251 49.855540824538, -97.169588644662 49.855502057217, -97.168845201107 49.854596378517, -97.170573402218 49.854018888158, -97.172429018065 49.853398776871, -97.17252855507 49.85336551221, -97.172528699878 49.853365463816, -97.17298056193 49.853214451687, -97.173470077475 49.853050854409, -97.173438276588 49.853012117045, -97.172657870555 49.852061479565, -97.1716001797 49.852234598641, -97.170646608411 49.852390666417, -97.170522445425 49.852412488244, -97.170398916584 49.852437652993, -97.170276111874 49.852466142334, -97.170156987651 49.852497147861, -97.170038721832 49.852531281708, -97.169921396557 49.852568520169, -97.166254551712 49.853794168133, -97.166343692617 49.853906116089, -97.166425958644 49.854009429691, -97.167291852108 49.855066053861, -97.167323603249 49.855104797526, -97.167893147891 49.855799767008, -97.167924302197 49.855835198573, -97.16795669207 49.855869504296, -97.167990276853 49.855902641117, -97.168026659785 49.85593602434, -97.168064255323 49.855968035789, -97.168103011778 49.855998631452, -97.168110571621 49.856004394471, -97.16811816639 49.856010111384, -97.168125795805 49.85601578198, -97.168133522652 49.856021452035, -97.168141284137 49.856027074583, -97.168149079968 49.85603264941)))"
East End C.C,517 Pandora Ave E,true,true,false,false,false,false,false,false,false,false,"(49.894257299846615, -96.99101083551326)","MULTIPOLYGON (((-96.989676822674 49.893530335188, -96.989681002052 49.893831729206, -96.989682142035 49.89391392692, -96.9896863228 49.894215320944, -96.989676101073 49.894396209839, -96.989679907384 49.894670661356, -96.989735067597 49.894670430649, -96.990575206061 49.894666901613, -96.990715228411 49.894666313735, -96.990715991776 49.894721114649, -96.990719810992 49.894995564513, -96.991419937458 49.894992618291, -96.991559962162 49.894992029428, -96.992120062535 49.894989668713, -96.992260088639 49.894989079028, -96.992256246654 49.894714631563, -96.992255480301 49.894659827018, -96.992251639668 49.894385380461, -96.992111618096 49.894385970205, -96.991971597879 49.894386560703, -96.991924923571 49.894386756883, -96.991922396006 49.894205904224, -96.991917045587 49.893823214198, -96.992345569953 49.8938204612, -96.992341350228 49.89351903518, -96.991883119609 49.893520982242, -96.991768562277 49.893521469404, -96.991654003591 49.893521955531, -96.991539446261 49.893522442467, -96.991424888969 49.893522928391, -96.991310330249 49.893523415076, -96.99108121567 49.893524386358, -96.990966656954 49.893524872703, -96.990852099667 49.893525358061, -96.990737542344 49.893525844204, -96.990622983668 49.893526329311, -96.990508426347 49.893526815228, -96.990393869064 49.893527300133, -96.990279310354 49.893527785799, -96.990050195794 49.893528755041, -96.989935638478 49.893529240392, -96.989821079809 49.893529724706, -96.989706522496 49.89353020983, -96.989676822674 49.893530335188)))"
Vermillion Park,990 Beaverhill Blvd,false,false,false,false,false,false,false,false,false,true,"(49.852569109480996, -97.06579800495263)","MULTIPOLYGON (((-97.06483414369 49.852778360176, -97.064970073241 49.852903101716, -97.065092694689 49.853040946829, -97.065200751425 49.8531904829, -97.065285494532 49.85333544132, -97.06535653654 49.85348758392, -97.065413274397 49.853645619211, -97.066698633568 49.853645255384, -97.066698577756 49.853469836612, -97.066698525096 49.853310862805, -97.066698473812 49.853151889018, -97.066698422513 49.852992915226, -97.06669836981 49.852833941406, -97.066698318482 49.852674967606, -97.06669826714 49.852515993802, -97.066698214393 49.85235701997, -97.066698206351 49.852329610737, -97.066634618732 49.852329626622, -97.066634644435 49.852139687414, -97.066634722627 49.851589710366, -97.066761866216 49.851507517301, -97.066634706858 49.851507553857, -97.066613119492 49.851507163913, -97.066591565045 49.851505910011, -97.066570078081 49.851503794162, -97.066549090937 49.851500883092, -97.066528234372 49.8514971497, -97.066507540593 49.851492599751, -97.066507522161 49.851654877235, -97.066507484019 49.85197880071, -97.066507442034 49.852329660061, -97.06604604693 49.852329779618, -97.065122461802 49.852640589218, -97.06483414369 49.852778360176)))"
West Kildonan Memorial C.C,346 Perth Ave,true,true,false,false,false,false,false,false,false,true,"(49.93708544579478, -97.12630887726053)","MULTIPOLYGON (((-97.127265481195 49.936722081657, -97.12714010253 49.936681678605, -97.126763967706 49.936560471345, -97.126638589891 49.936520067759, -97.12638783483 49.936439261986, -97.12618267187 49.936373147277, -97.12596005766 49.936661441734, -97.125612614305 49.93711138952, -97.125574740868 49.937160434914, -97.125352273326 49.937448529986, -97.125504939131 49.937497754749, -97.126435347612 49.937797744312, -97.126533726139 49.937670221629, -97.126657670305 49.937509558508, -97.126917836612 49.937172310689, -97.127042733979 49.937010408389, -97.127265481195 49.936722081657)))"
Provencher Park / Notre Dame C.C,606 Langevin St,true,true,false,false,false,true,false,false,true,false,"(49.89190343376938, -97.11719935104841)","MULTIPOLYGON (((-97.11901549338 49.892717072387, -97.117708482434 49.890578888337, -97.117116663556 49.890730000788, -97.116929682258 49.890424089186, -97.116099988772 49.89063593265, -97.116566877457 49.891400856686, -97.115383208717 49.891703066582, -97.116408472101 49.893382778353, -97.11901549338 49.892717072387)))"
Happyland Park,520 Marion St,false,false,false,false,false,true,false,true,false,true,"(49.88161201669719, -97.10177159196773)","MULTIPOLYGON (((-97.099258530455 49.881829541989, -97.099341180523 49.881832220483, -97.099481119001 49.88183675487, -97.099621056119 49.881841289066, -97.099760994659 49.881845823116, -97.099900931838 49.881850356974, -97.10004087044 49.881854890687, -97.100180807647 49.881859425107, -97.10032074631 49.881863958483, -97.100600579249 49.881873023099, -97.100740518005 49.881877555968, -97.100742126563 49.881877608412, -97.10088053638 49.881902373859, -97.10094820829 49.88191448269, -97.101020510965 49.881916816847, -97.10116049773 49.881921336502, -97.101300484561 49.88192585509, -97.10144047278 49.88193037443, -97.101580459637 49.881934893579, -97.101720447953 49.881939411683, -97.101860434872 49.881943930494, -97.102000421823 49.881948449137, -97.10214041576 49.881952967725, -97.102280408372 49.881957485222, -97.102420402371 49.881962003472, -97.102560395009 49.88196652153, -97.102700387678 49.88197103942, -97.102840381805 49.881975556265, -97.102980374536 49.881980073817, -97.103120367298 49.8819845912, -97.103260361482 49.881989108438, -97.10340035434 49.881993624584, -97.103540348586 49.881998141484, -97.103680341471 49.882002658192, -97.103820334387 49.882007174731, -97.10396032876 49.882011690226, -97.104100321738 49.882016206428, -97.104240316138 49.882020722483, -97.104320160237 49.882023297558, -97.104325031886 49.88202345459, -97.10445051054 49.882027502075, -97.104800295471 49.882038784142, -97.104800113595 49.882034008385, -97.10483561393 49.881980618431, -97.104848416112 49.881973631697, -97.104848768128 49.881964642385, -97.104855864803 49.881961160391, -97.104850246597 49.881926887274, -97.104872240624 49.881898462664, -97.104913429417 49.881877547937, -97.10490721277 49.881858556654, -97.10492033171 49.88184347953, -97.104989043826 49.881795130062, -97.104998024416 49.881779085764, -97.105008075198 49.88174282006, -97.105010616021 49.881656598897, -97.105006844812 49.881539601356, -97.104997035195 49.881511795535, -97.10495839857 49.881436504787, -97.104949994411 49.881405904684, -97.104925727962 49.881385718786, -97.104754773409 49.881343345295, -97.104694809012 49.881324734453, -97.104526586287 49.881294368735, -97.104217909877 49.881224825831, -97.104157959925 49.881205855143, -97.104108241187 49.881195776992, -97.104058314699 49.881191002512, -97.104013287193 49.881189096618, -97.104002773482 49.881185249253, -97.103762453598 49.881185435923, -97.10297867407 49.881186041266, -97.102838726451 49.881186148805, -97.102698777444 49.881186256152, -97.102558829833 49.881186363352, -97.102418882226 49.881186470384, -97.102278933232 49.881186577224, -97.102138985633 49.881186683918, -97.101999038038 49.881186790442, -97.101859089056 49.881186896775, -97.10171914147 49.881187002962, -97.101579192496 49.881187108957, -97.101439244918 49.881187214805, -97.101299297379 49.881187319586, -97.101159348417 49.881187425074, -97.101019400851 49.881187530415, -97.100879453289 49.881187635588, -97.10073950434 49.881187740569, -97.100599556786 49.881187845404, -97.1003196603 49.881188054543, -97.100179785133 49.881188159158, -97.100039910006 49.881188262704, -97.099900036239 49.881188367004, -97.099760161085 49.881188471112, -97.09962028597 49.881188574152, -97.099480410825 49.881188677923, -97.099340535718 49.881188780625, -97.099088082804 49.881188967262, -97.098998816886 49.881189032415, -97.098532567914 49.881189373984, -97.098571080457 49.881264446311, -97.098609591725 49.881339518602, -97.0986481045 49.881414590904, -97.098686617392 49.881489663194, -97.098714711089 49.88154442639, -97.098726917336 49.881568219791, -97.09875388808 49.88160743716, -97.098784367481 49.881643994365, -97.098818094701 49.881677578553, -97.098854781106 49.881707902318, -97.098892374276 49.881733630926, -97.098932095864 49.881755933459, -97.098973634484 49.881774635082, -97.099016664501 49.881789589186, -97.099060848591 49.881800678544, -97.09908363665 49.881806430788, -97.099106574003 49.881811555414, -97.099129643368 49.881816048562, -97.099153281112 49.881819975848, -97.099177019495 49.881823240159, -97.099200839925 49.88182583894, -97.099210423235 49.881826710307, -97.099220015252 49.881827479925, -97.099229614897 49.881828147709, -97.099239248288 49.881828715039, -97.099248887171 49.881829179816, -97.099258530455 49.881829541989)))"
King Edward Park,709 Manhatatn Ave,false,false,false,false,false,false,false,false,false,true,"(49.90618553110977, -97.08882863191155)","MULTIPOLYGON (((-97.089297209867 49.906798263168, -97.089486310614 49.906560575187, -97.089518967082 49.906520940623, -97.089638758773 49.906542405196, -97.090124701623 49.90662947318, -97.09077889592 49.906746684848, -97.090835489781 49.906614626043, -97.090954391182 49.906337171036, -97.090967974066 49.906305476694, -97.091086873899 49.90602802152, -97.090432619196 49.905910908585, -97.089778366331 49.905793792869, -97.089124118158 49.905676672619, -97.088543883673 49.905572799051, -97.088458240115 49.905586700038, -97.087701175963 49.905709580486, -97.086944145958 49.90583244937, -97.086570389924 49.905893109582, -97.086874855911 49.905994180167, -97.0872215474 49.906109266547, -97.088425504038 49.906508915522, -97.088485880965 49.906528957216, -97.088734939312 49.906611628252, -97.088859468809 49.906652963573, -97.088983998486 49.906694299661, -97.089108528415 49.906735634718, -97.089233058559 49.906776969644, -97.089297209867 49.906798263168)))"
Westridge C.C,3 Marshall Cres,false,true,false,false,false,false,false,false,false,false,"(49.837260639560604, -97.15681335539918)","MULTIPOLYGON (((-97.156309850981 49.837815321896, -97.157566038633 49.837390442363, -97.15701279081 49.836705957226, -97.156831549029 49.836767179827, -97.156495385852 49.836880732998, -97.156282451763 49.836952660229, -97.156071238975 49.836944514116, -97.156063749608 49.837026559658, -97.156060835342 49.83712881886, -97.156067232572 49.837230919363, -97.156082888281 49.837332015041, -97.156107672728 49.837431268093, -97.156143950824 49.837534210742, -97.156190044536 49.837633148392, -97.156245519032 49.837727147697, -97.156309850981 49.837815321896)))"
Bourkevale C.C,100 Ferry Rd,false,true,false,false,false,false,true,false,false,false,"(49.87489669183985, -97.2214315770282)","MULTIPOLYGON (((-97.219323142255 49.875978712084, -97.220381366883 49.876021681222, -97.220362751626 49.876213166406, -97.222076886722 49.876282748174, -97.222228466531 49.874749355163, -97.222313186723 49.874751968329, -97.223539995744 49.874800149115, -97.223540011802 49.87479998642, -97.223130339629 49.87464580161, -97.222326955024 49.874612679444, -97.222284637638 49.874610934834, -97.222325194738 49.874200636302, -97.222358519577 49.87386349748, -97.222379250724 49.873653763109, -97.222384975573 49.873595835088, -97.222346923723 49.873589803244, -97.222228549478 49.873576564083, -97.222156711871 49.873565747654, -97.222111327737 49.873562263081, -97.222052304539 49.873554971286, -97.221998537966 49.873552347537, -97.221897635099 49.873544683081, -97.221527410082 49.873529648224, -97.221495889232 49.873520079639, -97.221367706751 49.873520001669, -97.221327582184 49.873517317097, -97.22126748051 49.873520442529, -97.221202843497 49.873510635506, -97.221165540998 49.873510692681, -97.221074793906 49.873514517043, -97.221013214954 49.873516180473, -97.220947913978 49.873524443028, -97.220936825447 49.873523193434, -97.220910594256 49.873517393822, -97.220899303856 49.873517850172, -97.220860127638 49.873527233269, -97.220842084344 49.873529654804, -97.220793449156 49.873538892685, -97.220781025771 49.873536093439, -97.220748770247 49.873531370663, -97.220709504117 49.873535625189, -97.220695093141 49.873539682879, -97.220673752539 49.873546499991, -97.220657659964 49.873548861494, -97.220614630794 49.873545682336, -97.220388791382 49.873578374921, -97.220369867778 49.873589597949, -97.2203155653 49.873593981275, -97.220291139174 49.873588299188, -97.220281504761 49.873589140704, -97.220254794703 49.873600154206, -97.220236989604 49.87359988081, -97.220104205346 49.873626535828, -97.219982873073 49.873644551483, -97.219746946491 49.873705512051, -97.21963920934 49.873720947712, -97.219540281306 49.873745492882, -97.219323142255 49.875978712084)))"
Elmwood Winter Club,75 Brazier St,false,false,false,false,false,false,false,false,false,true,"(49.909849345856586, -97.112246914535)","MULTIPOLYGON (((-97.114040806236 49.909321464208, -97.113836349237 49.909284984917, -97.113631892521 49.909248506168, -97.113427436123 49.909212027062, -97.113222980077 49.909175546699, -97.113018524314 49.909139066878, -97.112814068869 49.9091025867, -97.112635585699 49.909519763022, -97.112431137837 49.909483268807, -97.112428877163 49.909488550756, -97.112123150702 49.909433976609, -97.111815383928 49.90937903637, -97.111730610896 49.909577173005, -97.111020157261 49.909450344897, -97.110457264818 49.910184341563, -97.11045890876 49.910184887267, -97.110453022834 49.910192283448, -97.11061435937 49.910245827513, -97.110803058331 49.910308452477, -97.110954018149 49.910358551876, -97.111121074899 49.910388460468, -97.111243759914 49.910410424705, -97.111334383608 49.910426649376, -97.112280929724 49.910596105013, -97.112663269776 49.910097520547, -97.11282988644 49.910127288184, -97.113564904344 49.910258599568, -97.113569067906 49.910259342844, -97.11363451298 49.910271034481, -97.113724657544 49.910060356381, -97.113721516223 49.910059795251, -97.113729200295 49.910049737914, -97.113735225069 49.910035656192, -97.113860013197 49.909744008987, -97.113862273763 49.90973872611, -97.114040806236 49.909321464208)))"
Kinsmen Sherbrook Pool,381 Sherbrook St,false,false,true,false,false,false,false,false,false,false,"(49.88999464182163, -97.1585303760269)","MULTIPOLYGON (((-97.158762973767 49.890270495699, -97.158769947122 49.890171950998, -97.158779632237 49.890035103344, -97.158793193204 49.889843469872, -97.158800942279 49.889733976166, -97.158298013171 49.889718787944, -97.15829021684 49.889828286269, -97.158276572084 49.890019924167, -97.158266827491 49.890156783923, -97.158259809775 49.890255333291, -97.158762973767 49.890270495699)))"
Civic Park / Valley Gardens C.C,901 Kimberly Ave,true,true,false,false,false,false,false,false,false,false,"(49.918544735695164, -97.07264227990052)","MULTIPOLYGON (((-97.069340934959 49.920542507969, -97.069469900886 49.920583799695, -97.069599647576 49.920622568411, -97.069730125676 49.920658799368, -97.069863783038 49.920693093706, -97.069998095531 49.920724725115, -97.070133010106 49.920753681104, -97.070957418219 49.919720139296, -97.071328259918 49.919255206734, -97.072498172597 49.919643905512, -97.072564641171 49.919665988829, -97.072648450515 49.919693833875, -97.07310200588 49.919844519345, -97.073291043563 49.919907323429, -97.073479743515 49.919970014548, -97.073668442571 49.920032705342, -97.073857143516 49.920095395858, -97.074045844956 49.920158086071, -97.074234545536 49.92022077506, -97.074423247968 49.920283464669, -97.074716944167 49.920381034436, -97.075093784186 49.920506223378, -97.075540036013 49.920654465324, -97.075752033658 49.920389171897, -97.075782448581 49.920332613073, -97.076125853644 49.919694001937, -97.076261642938 49.91952386885, -97.076339402349 49.919426440335, -97.076903639332 49.918719477465, -97.076857939384 49.918627181349, -97.076171449466 49.918398563149, -97.075982855725 49.918335754916, -97.075946645266 49.918323696081, -97.076034283388 49.918214330676, -97.072235737784 49.91694950594, -97.072103716953 49.916905542069, -97.072079198485 49.916897377907, -97.071992307784 49.917006666451, -97.070947559751 49.916658669568, -97.069978258006 49.916335790287, -97.069366215779 49.917102074754, -97.06928842087 49.917199472896, -97.06925070939 49.917186900324, -97.069231261643 49.917211249862, -97.068638673775 49.917953181966, -97.068380920469 49.918275885646, -97.069751550847 49.918731323035, -97.069546023296 49.918989008865, -97.069296760169 49.919301525104, -97.068523553103 49.920270911708, -97.069340934959 49.920542507969)))"
Margaret Scott Skatespot,825 Alfred Ave,false,false,false,false,false,false,false,true,false,false,"(49.92345247440342, -97.15455339042803)","MULTIPOLYGON (((-97.155204275316 49.923972584981, -97.155392288252 49.923729862722, -97.155430247283 49.923742136709, -97.155618259592 49.923499413175, -97.155492991488 49.923458911099, -97.15536772363 49.923418407991, -97.155242454593 49.923377904727, -97.155117187127 49.923337402251, -97.154991919908 49.923296898743, -97.154866652901 49.923256395102, -97.154741384681 49.923215892204, -97.1546161181 49.923175388296, -97.154490851697 49.923134885154, -97.154365585542 49.923094380979, -97.154240319599 49.923053876672, -97.154115052442 49.923013373108, -97.153989786925 49.922972868534, -97.153864521621 49.922932363826, -97.153676521686 49.923175065874, -97.153488521264 49.923417766709, -97.153613784602 49.923458274483, -97.153739049579 49.923498781246, -97.153864313342 49.923539288753, -97.153989577318 49.923579796127, -97.154114842934 49.923620302491, -97.154240107335 49.923660809598, -97.15436537195 49.923701316572, -97.154490638203 49.923741822536, -97.154615903243 49.923782329244, -97.154741169888 49.92382283584, -97.154866435388 49.923863341383, -97.154991701066 49.92390384769, -97.155116968349 49.923944353887, -97.155204275316 49.923972584981)))"
St. John's Leisure Centre,,false,false,false,false,false,false,true,false,false,false,"(49.92751596571844, -97.1269333099435)","MULTIPOLYGON (((-97.125927163454 49.927496365258, -97.126805971482 49.927779500693, -97.126901073849 49.927656003712, -97.127214978282 49.927757113172, -97.12726158947 49.927696603641, -97.127638313424 49.927817919496, -97.127647752996 49.927805670735, -97.127836118099 49.927866328981, -97.127939456433 49.927731889057, -97.126181582835 49.927165602456, -97.125927163454 49.927496365258)))"
